raw_skill_name,category,skill_normalized,cluster_id,auto_canonical,override_canonical,final_canonical,raw_count
automation workflow,Domain Knowledge,automation workflow,886,workflow automation,,workflow automation,1
entity relationship,Database,entity relationship,3853,entity relationship,,Database Other,1
bảo hiểm số,Domain Knowledge,bảo hiểm số,77,insurance,,insurance,1
Định phí bảo hiểm (Actuarial),Domain Knowledge,định phí bảo hiểm (actuarial),2543,định phí bảo hiểm (actuarial),,Domain Knowledge Other,1
sản phẩm đầu tư,Domain Knowledge,sản phẩm đầu tư,736,investment,,investment,1
sản phẩm bảo hiểm,Domain Knowledge,sản phẩm bảo hiểm,77,insurance,,insurance,1
Google Cloud AI,Infrastructure & DevOps,google cloud ai,1457,google cloud ai,,google cloud ai,1
quản lý quy trình,Engineering Concepts & Methodologies,quản lý quy trình,1684,quản lý quy trình,,quản lý quy trình,1
triển khai số hoá,Other,chuyển đổi số,1955,chuyển đổi số,,chuyển đổi số,1
tự động hoá quy trình,Other,tự động hoá quy trình,3297,quy trình tự động hóa,,quy trình tự động hóa,1
quy trình phần mềm,Engineering Concepts & Methodologies,quy trình phần mềm,205,software engineering processes,,software engineering processes,1
Chất lượng dữ liệu,Domain Knowledge,chất lượng dữ liệu,860,data quality,,data quality,1
Siêu dữ liệu,Domain Knowledge,siêu dữ liệu,2737,siêu dữ liệu,,Domain Knowledge Other,1
Dữ liệu chủ và dữ liệu tham chiếu,Domain Knowledge,dữ liệu chủ và dữ liệu tham chiếu,4736,dữ liệu chủ và dữ liệu tham chiếu,,Domain Knowledge Other,1
Lưu trữ và vận hành,Domain Knowledge,lưu trữ và vận hành,1891,lưu trữ và vận hành,,Domain Knowledge Other,1
xây dựng chính sách,Soft Skill,xây dựng chính sách,1616,xây dựng chính sách,,xây dựng chính sách,1
vận hành ATTT,Infrastructure & DevOps,vận hành attt,570,cntt attt,,cntt attt,1
phishing,Infrastructure & DevOps,phishing,2319,phishing,,Infrastructure & DevOps Other,1
tấn công ứng dụng/web,Infrastructure & DevOps,tấn công ứng dụng web,961,web attack,,web attack,1
Redux-Saga,Framework / Library,redux saga,2449,redux saga,,Framework / Library Other,9
Server-Sent Events,Engineering Concepts & Methodologies,server sent events,3480,server sent events,,Engineering Concepts & Methodologies Other,4
Highcharts,Framework / Library,highcharts,3077,highcharts,,Framework / Library Other,9
Lightweight Charts,Framework / Library,lightweight charts,6185,lightweight charts,,Framework / Library Other,4
TradingView Charting Library,Framework / Library,tradingview charting library,1742,tradingview charting library,,Framework / Library Other,4
style-component,Framework / Library,style component,1104,style component,,style component,4
thị trường chứng khoán,Domain Knowledge,thị trường chứng khoán,1087,thị trường chứng khoán,,thị trường chứng khoán,4
WebAssembly,Framework / Library,webassembly,5881,webassembly,,Framework / Library Other,4
Spanning tree,Infrastructure & DevOps,spanning tree,2676,spanning tree,,Infrastructure & DevOps Other,1
spanning tree,Infrastructure & DevOps,spanning tree,2676,spanning tree,,Infrastructure & DevOps Other,1
routing OSPF,Infrastructure & DevOps,routing ospf,3253,routing ospf,,Infrastructure & DevOps Other,1
Hệ thống mạng cáp quang,Infrastructure & DevOps,hệ thống mạng cáp quang,2040,hệ thống mạng cáp quang,,Infrastructure & DevOps Other,1
hệ thống giám sát và điều khiển các thiết bị truyền hình,Domain Knowledge,hệ thống giám sát và điều khiển các thiết bị truyền hình,2802,hệ thống giám sát và điều khiển các thiết bị truyền hình,,Domain Knowledge Other,1
"lắp đặt, bảo trì thiết bị server",IT Support & Hardware,"lắp đặt, bảo trì thiết bị server",4596,"lắp đặt, bảo trì thiết bị server",,IT Support & Hardware Other,1
thiết bị truyền dẫn tín hiệu truyền hình,Domain Knowledge,thiết bị truyền dẫn tín hiệu truyền hình,3158,thiết bị truyền dẫn tín hiệu truyền hình,,Domain Knowledge Other,1
ERP implementation lifecycle,Engineering Concepts & Methodologies,erp implementation lifecycle,96,erp project lifecycle,,erp project lifecycle,1
back-end,Framework / Library,backend development,280,backend development,,backend development,1
backend framework,Framework / Library,backend development,280,backend development,,backend development,1
cấu trúc database,Database,cấu trúc database,729,database architecture,,database architecture,1
máy chủ Windows,Infrastructure & DevOps,máy chủ windows,3119,máy chủ windows,,Infrastructure & DevOps Other,1
Healthtech,Domain Knowledge,healthtech,2056,healthtech,,healthtech,1
pipeline dữ liệu,Data Engineering & Analytics,pipeline dữ liệu,134,data pipelines,,data pipelines,4
trợ lý giọng nói,Domain Knowledge,trợ lý giọng nói,1667,trợ lý giọng nói,,Domain Knowledge Other,1
wearables,Domain Knowledge,wearables,2304,wearables,,Domain Knowledge Other,1
smart home,Domain Knowledge,smart home,223,smarthome,,smarthome,1
chăm sóc sức khỏe,Domain Knowledge,chăm sóc sức khỏe,1377,chăm sóc sức khỏe,,Domain Knowledge Other,1
user requirements,Engineering Concepts & Methodologies,user requirements,6400,user requirements,,Engineering Concepts & Methodologies Other,1
multi-platform advertising,Domain Knowledge,multi platform advertising,4747,multi platform advertising,,Domain Knowledge Other,1
Amplitude,Data Engineering & Analytics,amplitude,2641,amplitude,,amplitude,4
Shopify app architecture,Domain Knowledge,shopify app architecture,1201,shopify app,,shopify app,1
điện nhẹ ELV,Domain Knowledge,điện nhẹ elv,1571,điện nhẹ,,điện nhẹ,1
autocard,Tool & Platform,autocard,2612,autocard,,Tool & Platform Other,1
đọc bản vẽ,Tool & Platform,đọc bản vẽ,2727,đọc bản vẽ,,Tool & Platform Other,1
quản trị vận hành,Domain Knowledge,quản trị vận hành,579,managing,,managing,1
quản trị hiệu suất vận hành,Domain Knowledge,quản trị hiệu suất vận hành,2381,quản trị hiệu suất vận hành,,Domain Knowledge Other,1
Developer (web/backend),Domain Knowledge,developer (web backend),4134,developer (web backend),,Domain Knowledge Other,1
vận hành doanh nghiệp,Domain Knowledge,vận hành doanh nghiệp,136,kinh doanh,,kinh doanh,1
Low-code automation,Tool & Platform,low code automation,1198,low code automation,,low code automation,1
Google Apps Script,Tool & Platform,google apps script,1216,google apps script,,google apps script,1
Viết tài liệu hướng dẫn kỹ thuật,Engineering Concepts & Methodologies,viết tài liệu hướng dẫn kỹ thuật,1417,soạn tài liệu kỹ thuật,,soạn tài liệu kỹ thuật,1
báo cáo tiến độ,Soft Skill,báo cáo tiến độ,5233,báo cáo tiến độ,,Soft Skill Other,1
chứng chỉ về Cloud,Other,chứng chỉ về cloud,606,cloudformation,,cloudformation,4
chứng chỉ về DevOps,Other,chứng chỉ về devops,893,chứng chỉ devops,,chứng chỉ devops,1
Microsoft System solution,Tool & Platform,microsoft system solution,3426,microsoft system solution,,Tool & Platform Other,1
Cyber Security,Infrastructure & DevOps,cyber security,3160,cyber security,,cyber security,1
cyber security,Infrastructure & DevOps,cyber security,3160,cyber security,,cyber security,4
Exchange Online,Tool & Platform,exchange online,2332,exchange online,,Tool & Platform Other,4
clustering,Infrastructure & DevOps,clustering,682,clustering,,clustering,9
MS SQL database server,Database,ms sql database server,382,sql server,,sql server,1
Backup and storage solutions,Infrastructure & DevOps,backup and storage solutions,2091,storage backup,,storage backup,1
Business Manner,Soft Skill,business manner,9,business sense,,business sense,1
phân tích điểm mạnh yếu của game,Domain Knowledge,phân tích điểm mạnh yếu của game,1332,phân tích game,,phân tích game,1
làm việc việc nhóm,Soft Skill,làm việc việc nhóm,711,điều phối nhóm,,điều phối nhóm,1
Livewire,Framework / Library,livewire,2359,livewire,,Framework / Library Other,1
ngôn ngữ đa nền tảng,Programming Language,ngôn ngữ đa nền tảng,1330,ngôn ngữ đa nền tảng,,Programming Language Other,1
tối ưu hóa hiệu năng ứng dụng,Engineering Concepts & Methodologies,tối ưu hóa hiệu năng ứng dụng,776,tối ưu hiệu suất ứng dụng,,tối ưu hiệu suất ứng dụng,1
đẩy app lên Store,Infrastructure & DevOps,đẩy app lên store,1056,app store,,app store,1
REST API design,Engineering Concepts & Methodologies,rest api design,1850,rest api design,,Engineering Concepts & Methodologies Other,1
MQTT brokers,Infrastructure & DevOps,mqtt brokers,3023,mqtt brokers,,Infrastructure & DevOps Other,1
P2P Streaming,Domain Knowledge,p2p streaming,5450,p2p streaming,,Domain Knowledge Other,1
camera systems,Domain Knowledge,camera systems,708,camera systems,,camera systems,1
IoT real-time applications,Domain Knowledge,iot real time applications,1154,real time applications,,real time applications,1
application performance,Engineering Concepts & Methodologies,application performance,6594,application performance,,Engineering Concepts & Methodologies Other,1
"clean, maintainable, and scalable code",Engineering Concepts & Methodologies,"clean, maintainable, and scalable code",369,"clean, maintainable code",,"clean, maintainable code",1
debug and optimize app performance,Engineering Concepts & Methodologies,debug and optimize app performance,1010,debug and optimize app performance,,Engineering Concepts & Methodologies Other,1
real-time data handling,Engineering Concepts & Methodologies,real time data handling,925,real time data processing,,real time data processing,1
AI Model for Mobile,AI/ML/Data,ai model for mobile,3177,ai model for mobile,,AI/ML/Data Other,1
publishing apps on App Store or Google Play,Tool & Platform,publishing apps on app store or google play,253,publishing apps to google play,,publishing apps to google play,1
socket/websocket,Engineering Concepts & Methodologies,socket websocket,310,websocket,,websocket,1
chống reverse engineering,Engineering Concepts & Methodologies,chống reverse engineering,709,reverse engineering,,reverse engineering,1
tài chính – chứng khoán,Domain Knowledge,tài chính – chứng khoán,81,financial market,,financial market,4
TimesTen DB,Database,timesten db,2391,timesten db,,Database Other,1
AWS queuing,Infrastructure & DevOps,aws queuing,5100,aws queuing,,Infrastructure & DevOps Other,1
Nx monorepo,Tool & Platform,nx monorepo,3868,nx monorepo,,Tool & Platform Other,1
Module Federation,Framework / Library,module federation,3513,module federation,,Framework / Library Other,1
front-end frameworks,Framework / Library,front end frameworks,756,front end framework,,front end framework,1
thiết kế cho nhiều nền tảng,Design & UX,thiết kế cho nhiều nền tảng,4903,thiết kế cho nhiều nền tảng,,Design & UX Other,1
vẽ minh họa,Design & UX,vẽ minh họa,1139,illustration,,illustration,1
xử lý feedback,Soft Skill,xử lý feedback,2769,xử lý feedback,,Soft Skill Other,1
software producer,Domain Knowledge,software producer,2722,software producer,,Domain Knowledge Other,1
growth hack features,Domain Knowledge,growth hack features,805,growth hacking,,growth hacking,1
business model,Domain Knowledge,business model,791,business modeling,,business modeling,1
data-driven approach,Data Engineering & Analytics,data driven approach,509,data driven,,data driven,1
Requirements elicitation,Engineering Concepts & Methodologies,requirements elicitation,3166,requirement elicitation & specification,,requirement elicitation & specification,1
Requirements Elicitation,Engineering Concepts & Methodologies,requirements elicitation,3166,requirement elicitation & specification,,requirement elicitation & specification,1
Technical knowledge,Domain Knowledge,technical knowledge,2293,technical knowledge,,technical knowledge,1
Financial knowledge,Domain Knowledge,financial knowledge,2781,financial knowledge,,Domain Knowledge Other,1
onboarding khách hàng cá nhân,Domain Knowledge,onboarding khách hàng cá nhân,3388,onboarding khách hàng cá nhân,,Domain Knowledge Other,1
tối ưu hóa hiệu suất Front-end,Engineering Concepts & Methodologies,tối ưu hóa hiệu suất front end,5668,tối ưu hóa hiệu suất front end,,Engineering Concepts & Methodologies Other,1
cải thiện trải nghiệm người dùng,Design & UX,cải thiện trải nghiệm người dùng,301,user experiences research,,user experiences research,1
viết kịch bản kiểm thử,Testing & QA,viết kịch bản kiểm thử,172,kịch bản kiểm thử,,kịch bản kiểm thử,1
công cụ kiểm thử,Testing & QA,công cụ kiểm thử,4244,công cụ kiểm thủ,,công cụ kiểm thủ,1
quản lý testcase,Testing & QA,quản lý testcase,1167,review testcase,,review testcase,1
quản lý lỗi,Testing & QA,quản lý lỗi,641,xử lý lỗi kỹ thuật,,xử lý lỗi kỹ thuật,1
chứng chì đào tạo về kiểm thử phần mềm,Other,chứng chì đào tạo về kiểm thử phần mềm,39,software testing methodologies,,software testing methodologies,1
Architectural Mindset,Engineering Concepts & Methodologies,architectural mindset,3366,architect mindset,,architect mindset,1
Memory trong AI Agents,AI/ML/Data,memory trong ai agents,1867,memory trong ai agents,,AI/ML/Data Other,1
ABAP Workbench Tools,Tool & Platform,abap workbench tools,3417,abap workbench tools,,Tool & Platform Other,1
ABAP dictionary,Tool & Platform,abap dictionary,3851,abap dictionary,,Tool & Platform Other,1
ABAP editor,Tool & Platform,abap editor,2035,abap editor,,Tool & Platform Other,1
function builder,Tool & Platform,function builder,1954,function builder,,Tool & Platform Other,1
Enhancements,Framework / Library,enhancements,2067,enhancements,,enhancements,1
custom Fiori apps,Framework / Library,custom fiori apps,3039,custom fiori apps,,Framework / Library Other,1
UI screen design,Design & UX,ui screen design,4264,ui screen design,,Design & UX Other,1
S4 public cloud,Infrastructure & DevOps,s4 public cloud,6297,s4 public cloud,,Infrastructure & DevOps Other,1
Integration Suites,Tool & Platform,integration suites,2795,integration suites,,Tool & Platform Other,1
LLM application frameworks,AI/ML/Data,llm application frameworks,3268,llm application frameworks,,AI/ML/Data Other,1
Google ADK,Tool & Platform,google adk,2350,google adk,,google adk,1
Cloud Functions,Infrastructure & DevOps,cloud functions,770,cloud compute,,cloud compute,1
planning,Engineering Concepts & Methodologies,planning,25,planning,,planning,1
tool-calling loops,Engineering Concepts & Methodologies,tool calling loops,1820,tool calling loops,,Engineering Concepts & Methodologies Other,1
Google Gemini,AI/ML/Data,google gemini,1243,google gemini,,google gemini,1
Vertex AI Studio,AI/ML/Data,vertex ai studio,6066,vertex ai studio,,AI/ML/Data Other,1
web apps,Domain Knowledge,web apps,6798,web applications,,web applications,1
JavaScript/TypeScript,Programming Language,javascript typescript,3658,javascript typescript,,Programming Language Other,1
spec-driven development,Engineering Concepts & Methodologies,spec driven development,5548,spec driven development,,Engineering Concepts & Methodologies Other,1
Consulting,Soft Skill,consulting,243,consulting,,consulting,1
Solutions architecture,Engineering Concepts & Methodologies,solutions architecture,2825,solution architecture,,solution architecture,1
Solutions Architecture,Engineering Concepts & Methodologies,solutions architecture,2825,solution architecture,,solution architecture,1
LangSmith,AI/ML/Data,langsmith,1450,langsmith,,langsmith,4
Promptfoo,AI/ML/Data,promptfoo,1493,promptfoo,,promptfoo,1
tối ưu hóa giao diện,Design & UX,tối ưu hóa giao diện,2956,tối ưu hóa giao diện,,Design & UX Other,1
"làm việc theo đội, nhóm",Soft Skill,"làm việc theo đội, nhóm",306,teamwork,,teamwork,4
ADK (Agent Development Kit),AI/ML/Data,adk (agent development kit),2941,adk (agent develop kit),,adk (agent develop kit),1
Cross-functional team,Soft Skill,cross functional team,1318,cross functional teams,,cross functional teams,1
tối ưu hệ thống AI,AI/ML/Data,tối ưu hệ thống ai,2878,tối ưu hệ thống ai,,AI/ML/Data Other,4
classical ML,AI/ML/Data,classical ml,4626,classical ml,,AI/ML/Data Other,1
Azure ML,Infrastructure & DevOps,azure ml,2361,azure ml,,azure ml,4
.NET 8 Web API,Framework / Library,net 8 web api,4011,net 8 web api,,Framework / Library Other,1
Microsoft Copilot,AI/ML/Data,microsoft copilot,6401,microsoft copilot,,AI/ML/Data Other,1
Azure AI,AI/ML/Data,azure ai,415,gitlab ci,,gitlab ci,1
Azure OpenAI Services,AI/ML/Data,azure openai services,6660,azure openai services,,AI/ML/Data Other,1
AI use cases,AI/ML/Data,ai use cases,2108,ai use cases,,AI/ML/Data Other,1
copilots,AI/ML/Data,copilots,797,ai copilots,,ai copilots,1
model orchestration,AI/ML/Data,model orchestration,4669,model orchestration,,AI/ML/Data Other,1
REST interfaces,Engineering Concepts & Methodologies,rest interfaces,4026,rest interfaces,,Engineering Concepts & Methodologies Other,1
integration patterns,Engineering Concepts & Methodologies,integration patterns,2578,integration patterns,,Engineering Concepts & Methodologies Other,4
Team spirit,Soft Skill,team spirit,2341,team spirit,,Soft Skill Other,1
AI/LLM applications,AI/ML/Data,ai llm applications,5610,ai llm applications,,AI/ML/Data Other,1
ML concepts,AI/ML/Data,ml concepts,4399,ml concepts,,AI/ML/Data Other,1
predictive analytics,AI/ML/Data,predictive analytics,2489,predictive analytics,,AI/ML/Data Other,1
Haystack,Framework / Library,haystack,2880,haystack,,Framework / Library Other,4
Microsoft AutoGen,Framework / Library,microsoft autogen,1258,microsoft autogen,,Framework / Library Other,1
state-machine logic,Engineering Concepts & Methodologies,state machine logic,1857,state machine logic,,Engineering Concepts & Methodologies Other,1
LLM monitoring and evaluation,Infrastructure & DevOps,llm monitoring and evaluation,3346,llm monitoring and evaluation,,Infrastructure & DevOps Other,1
LangSmith,Infrastructure & DevOps,langsmith,1450,langsmith,,langsmith,1
Arize Phoenix,Infrastructure & DevOps,arize phoenix,2271,arize phoenix,,arize phoenix,1
Weights & Biases,Infrastructure & DevOps,weights & biases,1709,weights & biases,,Infrastructure & DevOps Other,1
deploying AI agents,Infrastructure & DevOps,deploying ai agents,3712,deploying ai agents,,Infrastructure & DevOps Other,1
managing model inference costs,Infrastructure & DevOps,managing model inference costs,2328,managing model inference costs,,Infrastructure & DevOps Other,1
AI agent development,AI/ML/Data,ai agent development,135,agent skill,,agent skill,1
Azure AI Foundry,AI/ML/Data,azure ai foundry,1948,azure ai foundry,,AI/ML/Data Other,1
Microsoft Agent Framework,AI/ML/Data,microsoft agent framework,3151,microsoft agent framework,,microsoft agent framework,1
composable agent patterns,AI/ML/Data,composable agent patterns,970,composable agent patterns,,composable agent patterns,1
LLM/GenAI engineering,AI/ML/Data,llm genai engineering,4352,llm genai engineering,,AI/ML/Data Other,1
model selection,AI/ML/Data,model selection,3793,model selection,,AI/ML/Data Other,1
GitHub Copilot CLI,Tool & Platform,github copilot cli,5380,github copilot,,github copilot,1
deployment pipelines,Infrastructure & DevOps,deployment pipelines,3006,deployment pipelines,,Infrastructure & DevOps Other,4
Deployment Pipelines,Infrastructure & DevOps,deployment pipelines,3006,deployment pipelines,,Infrastructure & DevOps Other,1
MCP server development,Other,mcp server development,4878,mcp server development,,Other Other,1
LLM/ML Ops,Infrastructure & DevOps,llm ml ops,2911,llm ml ops,,Infrastructure & DevOps Other,1
Copilot Studio,Tool & Platform,copilot studio,1828,copilot studio,,copilot studio,1
agent evaluation frameworks,AI/ML/Data,agent evaluation frameworks,2281,agent evaluation frameworks,,AI/ML/Data Other,1
GenAI/LLM solutions,AI/ML/Data,genai llm solutions,4316,genai llm solutions,,AI/ML/Data Other,1
AI system development,AI/ML/Data,ai system development,746,ai system development,,ai system development,1
Thị giác máy tính,AI/ML/Data,thị giác máy tính,550,computer vision,,computer vision,1
foundation model,AI/ML/Data,foundation model,1633,foundation model,,foundation model,1
tinh chỉnh mô hình,AI/ML/Data,tinh chỉnh mô hình,1446,modeling,,modeling,1
huấn luyện mô hình song song,AI/ML/Data,huấn luyện mô hình song song,6025,huấn luyện mô hình song song,,AI/ML/Data Other,1
tối ưu bộ nhớ,Engineering Concepts & Methodologies,tối ưu bộ nhớ,62,memory management,,memory management,1
tối ưu tốc độ,Engineering Concepts & Methodologies,tối ưu tốc độ,3462,tối ưu tốc độ,,Engineering Concepts & Methodologies Other,1
mô hình diffusion,AI/ML/Data,mô hình diffusion,1583,diffusion models,,diffusion models,1
World model,AI/ML/Data,world model,5259,world model,,AI/ML/Data Other,1
gaussian splatting,AI/ML/Data,gaussian splatting,1638,gaussian splatting,,AI/ML/Data Other,1
spatial intelligence,AI/ML/Data,spatial intelligence,2730,spatial intelligence,,AI/ML/Data Other,1
Xử lý đồ họa 3D,Design & UX,xử lý đồ họa 3d,1562,3d graphics,,3d graphics,1
GLSL shaders,Programming Language,glsl shaders,1779,glsl shaders,,Programming Language Other,1
Three.js,Framework / Library,three js,1988,three js,,Framework / Library Other,16
Pinecone,AI/ML/Data,pinecone,1545,pinecone,,pinecone,1
pgvector,AI/ML/Data,pgvector,5072,pgvector,,pgvector,1
Memory management,AI/ML/Data,memory management,62,memory management,,memory management,1
Chain-of-Thought,AI/ML/Data,chain of thought,1765,chain of thought,,AI/ML/Data Other,1
Arize Phoenix,AI/ML/Data,arize phoenix,2271,arize phoenix,,arize phoenix,1
high-traffic systems,Engineering Concepts & Methodologies,high traffic systems,1089,high traffic apis,,high traffic apis,1
CI/CD for AI,Infrastructure & DevOps,ci cd for ai,3304,ci cd for ai,,Infrastructure & DevOps Other,1
Jetson Nvidia,Embedded & Firmware,jetson nvidia,4983,jetson nvidia,,jetson nvidia,1
LLM/GenAI,AI/ML/Data,llm genai,2260,llm genai,,AI/ML/Data Other,1
Neural network optimization,AI/ML/Data,neural network optimization,474,neural networks,,neural networks,1
Regularization,AI/ML/Data,regularization,1146,regularization,,regularization,1
Generalization,AI/ML/Data,generalization,5311,generalization,,AI/ML/Data Other,1
error analysis,AI/ML/Data,error analysis,395,error analysis,,error analysis,1
Problem definition,Soft Skill,problem definition,979,problem definition,,Soft Skill Other,1
Experimental design,AI/ML/Data,experimental design,1962,experimental design,,experimental design,1
Experimental Design,AI/ML/Data,experimental design,1962,experimental design,,experimental design,1
Result interpretation,AI/ML/Data,result interpretation,3628,result interpretation,,AI/ML/Data Other,1
deep learning framework,Framework / Library,deep learning framework,466,deep learning,,deep learning,1
read technical papers,Soft Skill,read technical papers,3238,read technical papers,,Soft Skill Other,1
problem-deconstruction,Soft Skill,problem deconstruction,3301,problem deconstruction,,Soft Skill Other,1
edge/embedded platforms,Embedded & Firmware,edge embedded platforms,5459,edge embedded platforms,,Embedded & Firmware Other,1
Model compression,AI/ML/Data,model compression,843,compression,,compression,1
Knowledge distillation,AI/ML/Data,knowledge distillation,626,knowledge distiller,,knowledge distiller,1
Knowledge Distillation,AI/ML/Data,knowledge distillation,626,knowledge distiller,,knowledge distiller,1
On-device inference optimization,AI/ML/Data,on device inference optimization,1140,inference optimization,,inference optimization,1
generative models,AI/ML/Data,generative models,1448,generative models,,generative models,1
deploying models,Infrastructure & DevOps,deploying models,1460,deploy ai models,,deploy ai models,1
data preprocessing,Data Engineering & Analytics,data preprocessing,6320,data preprocessing,,data preprocessing,1
data strategy optimization,Data Engineering & Analytics,data strategy optimization,4790,data strategy optimization,,Data Engineering & Analytics Other,1
AI solutions,AI/ML/Data,ai solutions,159,ai solutions,,ai solutions,4
Azure OpenAI,AI/ML/Data,azure openai,2259,azure openai,,azure openai,4
context management,AI/ML/Data,context management,1217,context api,,context api,4
RAG (Retrieval-Augmented Generation),AI/ML/Data,rag (retrieval augmented generation),2482,rag (retrieval augmented generation),,AI/ML/Data Other,1
workflow orchestration,Engineering Concepts & Methodologies,workflow orchestration,906,workflow orchestration,,workflow orchestration,1
LLM cost management,AI/ML/Data,llm cost management,5888,llm cost management,,AI/ML/Data Other,1
Web Scraping/Crawling,Data Engineering & Analytics,web scraping crawling,955,web scraping,,web scraping,1
Dashboards,Data Engineering & Analytics,dashboards,187,dashboard,,dashboard,1
API các mô hình ngôn ngữ lớn,AI/ML/Data,api các mô hình ngôn ngữ lớn,4810,api các mô hình ngôn ngữ lớn,,AI/ML/Data Other,1
tiền xử lý dữ liệu,AI/ML/Data,tiền xử lý dữ liệu,4085,tiền xử lý dữ liệu,,tiền xử lý dữ liệu,1
Augmentation,AI/ML/Data,augmentation,2454,augmentation,,AI/ML/Data Other,1
gán nhãn dữ liệu,AI/ML/Data,gán nhãn dữ liệu,2720,gán nhãn dữ liệu,,gán nhãn dữ liệu,1
deep learning frameworks,AI/ML/Data,deep learning frameworks,466,deep learning,,deep learning,1
ML/AI concepts,AI/ML/Data,ml ai concepts,6052,ml ai concepts,,AI/ML/Data Other,1
deploying AI/ML models,Infrastructure & DevOps,deploying ai ml models,703,deploying ai models,,deploying ai models,1
Agentic AI Systems,AI/ML/Data,agentic ai systems,2088,agentic ai systems,,AI/ML/Data Other,1
Multi-Domain AI,AI/ML/Data,multi domain ai,2000,multi domain ai,,AI/ML/Data Other,1
smart cities,Domain Knowledge,smart cities,1469,smart city,,smart city,1
consumer applications,Domain Knowledge,consumer applications,4146,consumer applications,,Domain Knowledge Other,1
enterprise intelligent systems,Domain Knowledge,enterprise intelligent systems,6676,enterprise intelligent systems,,Domain Knowledge Other,1
cloud compute,Infrastructure & DevOps,cloud compute,770,cloud compute,,cloud compute,1
distributed training,AI/ML/Data,distributed training,2326,distributed training,,AI/ML/Data Other,1
full-stack AI integration,Engineering Concepts & Methodologies,full stack ai integration,2096,full stack ai integration,,Engineering Concepts & Methodologies Other,1
intent detection,AI/ML/Data,intent detection,1502,intent detection,,AI/ML/Data Other,1
xử lý hội thoại,AI/ML/Data,xử lý hội thoại,997,conversational ai,,conversational ai,1
monitoring model,Infrastructure & DevOps,model monitoring,1115,model monitoring,,model monitoring,1
SQL/NoSQL,Database,sql nosql,320,sql databases,,sql databases,1
data display & analysis,Data Engineering & Analytics,data display & analysis,2682,data display & analysis,,Data Engineering & Analytics Other,1
backend integration,Engineering Concepts & Methodologies,backend integration,2186,backend integration,,Engineering Concepts & Methodologies Other,1
Backend/integration,Engineering Concepts & Methodologies,backend integration,2186,backend integration,,Engineering Concepts & Methodologies Other,1
applied machine learning,AI/ML/Data,applied machine learning,326,machine learning,,machine learning,1
data preparation,AI/ML/Data,data preparation,4681,data preparation,,data preparation,4
explain AI results,Soft Skill,explain ai results,5212,explain ai results,,Soft Skill Other,1
Problem-solvers,Soft Skill,problem solvers,260,problem solving,,problem solving,1
Problem Solvers,Soft Skill,problem solvers,260,problem solving,,problem solving,1
HR systems,Domain Knowledge,hr systems,2417,hr systems,,Domain Knowledge Other,1
Accounting systems,Domain Knowledge,accounting systems,567,accounting,,accounting,1
Structured Output,AI/ML/Data,structured output,3120,structured output,,AI/ML/Data Other,1
Tool Use/Function Calling,AI/ML/Data,tool use function calling,4726,tool use function calling,,AI/ML/Data Other,1
BeautifulSoup,Framework / Library,beautifulsoup,2122,beautifulsoup,,Framework / Library Other,1
DeepEval,AI/ML/Data,deepeval,4253,deepeval,,deepeval,1
AI trong sản xuất Anime,Domain Knowledge,ai trong sản xuất anime,2439,ai trong sản xuất anime,,Domain Knowledge Other,1
phát triển và tùy chỉnh mô hình AI,AI/ML/Data,phát triển và tùy chỉnh mô hình ai,732,mô hình triển khai,,mô hình triển khai,1
AI coding agents,AI/ML/Data,ai coding agents,1575,ai coding agent,,ai coding agent,1
LLM API integration,AI/ML/Data,llm api integration,546,ai llm integration,,ai llm integration,1
AI evals,AI/ML/Data,ai evals,357,ai evals,,ai evals,1
agentic workflows,AI/ML/Data,agentic workflows,1973,agentic workflows,,agentic workflows,1
MCP (Model Context Protocol),AI/ML/Data,mcp (model context protocol),1845,mcp (model context protocol),,mcp (model context protocol),1
phần mềm thiết kế 3D,Tool & Platform,phần mềm thiết kế 3d,661,3d programing,,3d programing,1
Triển khai mô hình LLM,AI/ML/Data,triển khai mô hình llm,2267,tối ưu mô hình llm,,tối ưu mô hình llm,1
application penetration testing,Testing & QA,application penetration testing,2808,application penetration testing,,Testing & QA Other,1
source code review,Testing & QA,source code review,2576,review source code,,review source code,1
application development processes,Engineering Concepts & Methodologies,application development processes,761,application development processes,,application development processes,1
exploit development,Infrastructure & DevOps,exploit development,1079,exploit development,,Infrastructure & DevOps Other,1
vulnerability research,Infrastructure & DevOps,vulnerability research,2574,vulnerability management,,vulnerability management,1
payment industry,Domain Knowledge,payment industry,5976,payment industry,,Domain Knowledge Other,1
software,Domain Knowledge,software,150,software,,software,1
backend system,Engineering Concepts & Methodologies,backend system,1169,backend architecture,,backend architecture,1
on-premise system,Infrastructure & DevOps,on premise system,47,on premise,,on premise,1
hiểu business,Soft Skill,hiểu business,9,business sense,,business sense,1
AI Agent frameworks,AI/ML/Data,ai agent frameworks,1301,ai agent frameworks,,ai agent frameworks,1
Star Schema,Engineering Concepts & Methodologies,star schema,1626,star schema,,star schema,1
Snowflake Schema,Engineering Concepts & Methodologies,snowflake schema,6540,snowflake schema,,Engineering Concepts & Methodologies Other,1
Data Engineering,Domain Knowledge,data engineering,543,data engineering,,data engineering,1
Data Analytics,Domain Knowledge,data analysis,1092,data analysis,,data analysis,1
software analysis,Engineering Concepts & Methodologies,software analysis,1211,software analysis,,software analysis,1
